선박번호,선박명,선박식별번호(IMO),호출부호,선박길이_상,선박길이_하,선박길이_좌,선박길이_우,수신시각,속도,선수방위,헤딩
223524127,,0,0,0,0,0,0,2024-01-09,0,242,511
440000494,ANSEUNJANG,0,800,0,0,0,0,2024-01-09,147,407,0
248578808,,0,0,0,0,0,0,2024-01-09,210,2697,300
412427331,,0,0,0,0,0,0,2024-01-09,71,2161,216
970598961,,0,0,0,0,0,0,2024-01-09,0,0,511
413558301,,0,0,0,0,0,0,2024-01-09,70,5110,511
911111119,DL REDER,0,8R89,7,14,6,7,2024-01-09,0,181,511
666406748,,0,0,0,0,0,0,2024-01-09,0,90,511
414917000,ZHONGYUANCHUANQI396,9922598,BPKM4,131,268,41,20,2024-01-09,141,889,89
44130003,,0,0,0,0,0,0,2024-01-09,4,1375,0
432802905,,0,0,0,0,0,0,2024-01-09,90,3295,299
413590746,HAICHENG876,0,0,60,60,13,5,2024-01-09,108,1850,511
416058168,,0,BK8235,11,10,2,2,2024-01-09,0,3229,511
413561830,HENGSHENG996,0,0,63,10,7,8,2024-01-09,90,1430,511
429561513,,0,0,0,0,0,0,2024-01-09,237,909,216
440342866,SUQIYU03428 66 98,0,0,0,0,0,0,2024-01-09,0,2130,213
440103880,UNAVAILABLE,0,600,0,0,0,0,2024-01-09,41,868,0
353079978,,0,0,0,0,0,0,2024-01-09,94,601,511
412208302,,0,0,0,0,0,0,2024-01-09,1,0,511
44138037,,0,0,0,0,0,0,2024-01-09,9,3065,0
414235674,,0,0,0,0,0,0,2024-01-09,2,2824,511
44130066,,0,0,0,0,0,0,2024-01-09,9,2091,0
44130037,,0,0,0,0,0,0,2024-01-09,10,1213,0
260000061,YUAN YANG,0,0,0,0,0,0,2024-01-09,0,0,0
354476440,,0,0,0,0,0,0,2024-01-09,102,2256,232
412230961,,0,0,0,0,0,0,2024-01-09,0,2668,511
412221438,,0,0,0,0,0,0,2024-01-09,3,972,511
44138048,,0,0,0,0,0,0,2024-01-09,3,854,0
44053432,,0,0,0,0,0,0,2024-01-09,5,3378,0
412230512,,0,512,5,3,2,2,2024-01-09,0,0,0
412328954,,0,0,0,0,0,0,2024-01-09,1,366,511
189302580,,0,0,0,0,0,0,2024-01-09,0,1735,511
412348003,,0,0,0,0,0,0,2024-01-09,4,2180,511
412215926,,0,0,0,0,0,0,2024-01-09,0,0,511
223539227,,0,0,0,0,0,0,2024-01-09,0,0,511
412326702,,0,0,0,0,0,0,2024-01-09,1,2598,511
223530514,,0,0,0,0,0,0,2024-01-09,0,0,511
412353436,,0,0,0,0,0,0,2024-01-09,2,808,511
970597335,,0,0,0,0,0,0,2024-01-09,8,8,511
987755184,,0,0,0,0,0,0,2024-01-09,76,130,511
412338718,,0,0,0,0,0,0,2024-01-09,2,0,511
412211002,,0,0,0,0,0,0,2024-01-09,0,52,511
223416044,,0,0,0,0,0,0,2024-01-09,0,0,511
413877868,,0,0,0,0,0,0,2024-01-09,0,3600,511
412282052,,0,0,0,0,0,0,2024-01-09,0,0,511
412366776,,0,0,0,0,0,0,2024-01-09,0,3039,511
189300521,,0,0,0,0,0,0,2024-01-09,1,0,511
413257530,,0,0,0,0,0,0,2024-01-09,0,0,511
413868072,,0,0,0,0,0,0,2024-01-09,0,3600,511
478159500,NEW EMINENCE,0,0,284,49,25,35,2024-01-09,0,0,0
412338989,,0,0,0,0,0,0,2024-01-09,2,3156,511
412225747,,0,0,0,0,0,0,2024-01-09,0,1148,511
412348023,,0,0,0,0,0,0,2024-01-09,4,0,511
412507725,,0,0,0,0,0,0,2024-01-09,1,3050,511
412225133,,0,0,0,0,0,0,2024-01-09,0,0,511
412224643,,0,0,0,0,0,0,2024-01-09,7,976,511
412326231,,0,0,0,0,0,0,2024-01-09,0,3120,511
223540391,,0,0,0,0,0,0,2024-01-09,3,44,511
412225342,,0,0,0,0,0,0,2024-01-09,0,2980,511
223539330,,0,0,0,0,0,0,2024-01-09,3,1319,511
412338963,,0,0,0,0,0,0,2024-01-09,0,2065,511
412348027,,0,0,0,0,0,0,2024-01-09,2,2022,511
412338556,,0,0,0,0,0,0,2024-01-09,1,0,511
223524288,,0,0,0,0,0,0,2024-01-09,0,1825,511
400042565,,0,0,0,0,0,0,2024-01-09,122,2122,212
223400083,,0,0,0,0,0,0,2024-01-09,0,1554,511
412212182,,0,0,0,0,0,0,2024-01-09,0,0,511
412507713,,0,0,0,0,0,0,2024-01-09,3,0,511
200233835,,0,0,0,0,0,0,2024-01-09,38,3599,511
412338715,,0,0,0,0,0,0,2024-01-09,0,1843,511
223528034,,0,0,0,0,0,0,2024-01-09,1,568,511
412328947,,0,0,0,0,0,0,2024-01-09,1,1763,511
412211245,,0,0,0,0,0,0,2024-01-09,0,0,511
411176457,,0,0,0,0,0,0,2024-01-08,2,1388,511
223540317,,0,0,0,0,0,0,2024-01-08,0,0,511
102362599,ZHEDAIYU04267-22,0,0,0,0,0,0,2024-01-08,79,3280,511
223540463,,0,0,0,0,0,0,2024-01-08,0,0,0
374177008,,0,0,0,0,0,0,2024-01-08,0,1073,511
341376001,KONSHIN,7733840,V4PS5,94,20,9,4,2024-01-08,60,2160,511
413564790,HUI FENG HAI,0,BPKH9,128,21,19,8,2024-01-08,102,2927,295
269019825,,0,0,0,0,0,0,2024-01-08,0,1302,511
365384030,,0,0,0,0,0,0,2024-01-08,370,1135,113
412479120,,0,0,0,0,0,0,2024-01-08,69,2104,215
807489581,,0,0,0,0,0,0,2024-01-08,85,645,60
412495126,ZHEXIANGYU 28065,0,0,30,11,5,4,2024-01-08,0,0,0
223540503,,0,0,0,0,0,0,2024-01-08,207,575,511
83587599,,0,0,0,0,0,0,2024-01-08,114,3420,343
413211577,ANTAI16,0,0,0,0,0,0,2024-01-08,6,2465,246
367538522,,0,0,0,0,0,0,2024-01-08,83,2998,511
412010399,,0,0,0,0,0,0,2024-01-08,5,894,511
441341065,,0,0,0,0,0,0,2024-01-08,127,809,54
440316222,SXXW,0,0,0,0,0,0,2024-01-07,92,287,28
223540425,,0,0,0,0,0,0,2024-01-07,107,706,511
3145736,H,16777216,@@PB,0,0,0,0,2024-01-07,0,0,511
235026746,,0,0,0,0,0,0,2024-01-07,244,2363,84
563787332,,0,0,0,0,0,0,2024-01-07,167,204,53
412467907,QIONGLINYU03666,0,0,0,0,0,0,2024-01-07,106,2323,511
411256666,,0,0,0,0,0,0,2024-01-07,0,5110,511
303162010,,0,0,0,0,0,0,2024-01-07,108,233,22
413857047,,0,0,0,0,0,0,2024-01-07,0,455,511
636021459,,0,0,0,0,0,0,2024-01-07,90,250,35
412282812,JILUANYU01111,0,0,0,0,0,0,2024-01-07,107,2792,511
275028384,,0,0,0,0,0,0,2024-01-07,90,1627,148
413262450,,0,0,0,0,0,0,2024-01-07,0,2313,511
430614343,,0,0,0,0,0,0,2024-01-07,32,2010,176
477157316,,0,0,0,0,0,0,2024-01-07,119,2709,269
426780646,,0,0,0,0,0,0,2024-01-07,98,861,85
100437035,,0,0,0,0,0,0,2024-01-07,1,1487,511
716756420,,0,0,0,0,0,0,2024-01-07,139,2514,249
10665181,,0,0,0,0,0,0,2024-01-06,8,3080,511
443925000,,0,0,0,0,0,0,2024-01-06,60,5110,511
22249712,,0,0,0,0,0,0,2024-01-06,110,530,50
248550089,,0,0,0,0,0,0,2024-01-06,114,638,17
413319780,YUN FU 99,0,0,100,20,16,7,2024-01-06,90,2220,511
613956304,,0,0,0,0,0,0,2024-01-06,90,2110,511
10642451,,0,0,0,0,0,0,2024-01-06,0,0,0
223540418,,0,0,0,0,0,0,2024-01-06,1,0,511
700061946,,0,0,511,511,63,63,2024-01-06,40,1594,160
210338000,,0,0,0,0,0,0,2024-01-06,0,1097,202
223540419,,0,0,0,0,0,0,2024-01-05,116,655,511
416006689,,0,0,0,0,0,0,2024-01-05,40,2090,511
1061060607,,0,0,0,0,0,0,2024-01-05,236,3824,511
636011093,,0,0,0,0,0,0,2024-01-05,189,918,89
223540224,,0,0,0,0,0,0,2024-01-05,9,1436,511
200000184,,0,0,0,0,0,0,2024-01-05,81,304,511
23900031,,0,0,0,0,0,0,2024-01-05,62,2150,215
313412893,,0,0,0,0,0,0,2024-01-05,168,1463,118
428903561,,0,0,0,0,0,0,2024-01-05,188,2060,207
366005812,,0,0,0,0,0,0,2024-01-05,196,674,63
440968696,,0,0,0,0,0,0,2024-01-05,100,1628,161
990239025,,0,0,0,0,0,0,2024-01-05,59,2130,213
223540416,,0,0,0,0,0,0,2024-01-05,0,0,511
412348354,,0,0,0,0,0,0,2024-01-05,68,2373,511
413950586,,0,0,0,0,0,0,2024-01-05,0,3910,511
470510000,,0,0,0,0,0,0,2024-01-04,16,3600,511
99481398,SUQIYU04813-98,0,0,0,0,0,0,2024-01-04,3,2340,511
780342518,SUQIYU03425*18_8.2V,0,0,3,5,1,2,2024-01-04,0,0,0
223540407,,0,0,0,0,0,0,2024-01-04,0,0,511
512010201,MATEWA,0,0,0,0,0,0,2024-01-04,65,263,15
999999950,,0,0,0,0,0,0,2024-01-04,0,0,511
416006833,,0,0,0,0,0,0,2024-01-04,71,3124,511
965818009,,0,0,0,0,0,0,2024-01-04,36,1462,143
435195038,,0,0,0,0,0,0,2024-01-04,108,2200,220
224066560,,0,0,0,0,0,0,2024-01-04,68,222,316
367796188,,0,0,0,0,0,0,2024-01-03,64,3600,511
31123612,TIELONG01236-12,0,0,0,0,0,0,2024-01-03,1,2490,511
242367988,,0,0,0,0,0,0,2024-01-03,100,1936,511
1038458800,,0,0,0,0,0,0,2024-01-03,1,2923,511
600935956,,0,0,0,0,0,0,2024-01-03,78,1865,511
112259300,,0,0,0,0,0,0,2024-01-03,170,2600,511
163551000,,0,0,0,0,0,0,2024-01-03,153,2890,290
292180008,,0,0,0,0,0,0,2024-01-03,17,2586,511
209690680,,0,0,0,0,0,0,2024-01-03,124,1514,150
316009813,,0,0,0,0,0,0,2024-01-03,12,3718,511
620674,,0,0,0,0,0,0,2024-01-03,25,90,0
400516763,,0,0,0,0,0,0,2024-01-03,70,845,84
10289818,,0,0,0,0,0,0,2024-01-03,104,40,511
431649335,,0,0,0,0,0,0,2024-01-02,160,2119,211
3601008,SUQIYU03601-08,0,0,0,0,0,0,2024-01-02,3,1170,511
412524180,,0,0,0,0,0,0,2024-01-02,57,249,511
636017886,,0,0,0,0,0,0,2024-01-02,103,121,16
413610512,XINFU 112,9962574,0,116,250,35,16,2024-01-02,0,3026,125
416753396,,0,BK8235,11,10,2,2,2024-01-02,0,1779,511
902128894,,0,0,0,0,0,0,2024-01-02,80,190,511
477629468,,0,0,0,0,0,0,2024-01-02,122,846,157
61365937,SUQIYU03659---37,0,0,3,5,1,2,2024-01-02,0,0,0
60146339,,0,0,5,5,5,5,2024-01-02,15,160,511
413984596,,0,0,0,0,0,0,2024-01-02,275,286,511
373585016,,0,0,0,0,0,0,2024-01-02,636,2721,221
431107014,,0,0,0,0,0,0,2024-01-02,104,1112,201
994026518,,0,0,0,0,0,0,2024-01-01,68,2611,511
660105603,,0,0,0,0,0,0,2024-01-01,2,1660,511
660105609,,0,0,0,0,0,0,2024-01-01,4,280,511
838654086,,0,0,0,0,0,0,2024-01-01,9,1206,67
660105611,,0,0,0,0,0,0,2024-01-01,85,780,511
660105602,,0,0,0,0,0,0,2024-01-01,58,2090,511
42951915,,0,0,0,0,0,0,2024-01-01,81,390,511
42951925,,0,0,0,0,0,0,2024-01-01,92,180,511
660105607,ZXY01056-07-,0,0,0,0,0,0,2024-01-01,0,0,0
44026508,,0,0,0,0,0,0,2024-01-01,62,2700,511
42950609,,0,0,0,0,0,0,2024-01-01,81,290,511
10560001,,0,0,0,0,0,0,2024-01-01,74,890,511
10438749,,0,0,0,0,0,0,2024-01-01,99,290,511
413519050,,0,0,0,0,0,0,2024-01-01,103,2176,511
60429111,,0,0,4,4,3,3,2024-01-01,103,960,511
127253080,,0,0,0,0,0,0,2024-01-01,5,561,10
